id,predicted,img_path,plate,well,plate_well,cell_type,plate_class,is_extra,target_0,target_1,target_2,target_3,target_4,target,pred,pred_,pred_0,pred_1,pred_2,pred_3,pred_4
shsy5y[diff]_E10-1_Vessel-714_2019-06-14_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_E10-1_Vessel-714_2019-06-14_11h30m00s_Ph_4.png,shsy5y[diff],E10,shsy5y[diff]_E10,shsy5y,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.9362423,0.7474709381337565,0.9362423,0.43766913,0.044991348,0.15880144,0.2695309
astros[cereb]_H9-3_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_H9-3_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,astros[cereb],H9,astros[cereb]_H9,astro,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.41136363,0.0366832028905979,0.41136363,0.35830688,0.3214189,0.35619435,0.31242827
cort[pre-treat]_A4-1_Vessel-377_2020-11-03_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[pre-treat]_A4-1_Vessel-377_2020-11-03_13h30m00s_Ph_4.png,cort[pre-treat],A4,cort[pre-treat]_A4,cort,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.09230077,0.25243694434402075,0.09230077,0.097064584,0.3807991,0.31626514,0.51699054
cort[pre-treat]_B8-3_Vessel-377_2020-11-01_13h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[pre-treat]_B8-3_Vessel-377_2020-11-01_13h30m00s_Ph_1.png,cort[pre-treat],B8,cort[pre-treat]_B8,cort,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.24257919,0.7133495858845524,0.24257919,0.30999488,0.8076421,0.3453745,0.18004332
cort[density]_B7-2_Vessel-376_2020-10-26_13h30m00s_Ph_3.png,,../input/train_semi_supervised/cort[density]_B7-2_Vessel-376_2020-10-26_13h30m00s_Ph_3.png,cort[density],B7,cort[density]_B7,cort,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.29505575,0.8952068376871993,0.29505575,0.3528487,0.024428824,0.32624742,0.15443161
shsy5y[diff]_E8-3_Vessel-714_2019-06-16_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_E8-3_Vessel-714_2019-06-16_11h30m00s_Ph_3.png,shsy5y[diff],E8,shsy5y[diff]_E8,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.046125747,0.5116774421156661,0.046125747,0.05773279,0.09733512,0.97211176,0.17372859
cort[density]_C11-3_Vessel-376_2020-11-03_13h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[density]_C11-3_Vessel-376_2020-11-03_13h30m00s_Ph_1.png,cort[density],C11,cort[density]_C11,cort,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.7084574,0.5321134852653157,0.7084574,0.3142599,0.09914318,0.49877036,0.052691966
astro[hippo]_F2-1_Vessel-361_2020-09-15_13h00m00s_Ph_2.png,,../input/train_semi_supervised/astro[hippo]_F2-1_Vessel-361_2020-09-15_13h00m00s_Ph_2.png,astro[hippo],F2,astro[hippo]_F2,astro,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.31307635,0.10717201133977605,0.31307635,0.537056,0.34947646,0.33307213,0.055108227
shsy5y[diff]_D5-1_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_D5-1_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,shsy5y[diff],D5,shsy5y[diff]_D5,shsy5y,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.8081598,0.44741236682345464,0.8081598,0.1338988,0.626167,0.4087853,0.1821962
shsy5y[diff]_D12-3_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_D12-3_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,shsy5y[diff],D12,shsy5y[diff]_D12,shsy5y,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.07354217,0.5326172664550232,0.07354217,0.8855754,0.011169211,0.27325428,0.20771188
shsy5y[diff]_E5-1_Vessel-714_2019-06-16_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_E5-1_Vessel-714_2019-06-16_11h30m00s_Ph_4.png,shsy5y[diff],E5,shsy5y[diff]_E5,shsy5y,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.032433625,0.24247050363472966,0.032433625,0.09182196,0.8542174,0.008665091,0.24595658
cort[density]_B7-1_Vessel-376_2020-10-30_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[density]_B7-1_Vessel-376_2020-10-30_13h30m00s_Ph_4.png,cort[density],B7,cort[density]_B7,cort,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.08725391,0.26924323094938096,0.08725391,0.08187176,0.37949774,0.7119367,0.26156
cort[pre-treat]_B8-1_Vessel-377_2020-11-01_13h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[pre-treat]_B8-1_Vessel-377_2020-11-01_13h30m00s_Ph_1.png,cort[pre-treat],B8,cort[pre-treat]_B8,cort,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.28467444,0.37728416310462265,0.28467444,0.6078256,0.6475164,0.25176877,0.18807846
astro[hippo]_F2-3_Vessel-361_2020-09-15_13h00m00s_Ph_2.png,,../input/train_semi_supervised/astro[hippo]_F2-3_Vessel-361_2020-09-15_13h00m00s_Ph_2.png,astro[hippo],F2,astro[hippo]_F2,astro,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.09015925,0.02007119777772637,0.09015925,0.6610241,0.22186032,0.44541314,0.079145186
astro[hippo]_G2-1_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_G2-1_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,astro[hippo],G2,astro[hippo]_G2,astro,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.31889874,0.3220791655831783,0.31889874,0.73558646,0.6537332,0.34179765,0.020556547
astro[hippo]_F5-4_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_F5-4_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,astro[hippo],F5,astro[hippo]_F5,astro,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.56404823,0.21144800699654465,0.56404823,0.39313355,0.11233902,0.07178873,0.6989896
cort[debris]_D9-2_Vessel-384_2020-11-03_11h59m00s_Ph_1.png,,../input/train_semi_supervised/cort[debris]_D9-2_Vessel-384_2020-11-03_11h59m00s_Ph_1.png,cort[debris],D9,cort[debris]_D9,cort,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.025898546,0.32749735217791465,0.025898546,0.004934919,0.033991195,0.9988293,0.0070005264
shsy5y[diff]_D7-1_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_D7-1_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,shsy5y[diff],D7,shsy5y[diff]_D7,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.05083967,0.11976213181925122,0.05083967,0.2532138,0.0087537095,0.97138464,0.14985894
astros[cereb]_D9-1_Vessel-361_2020-09-13_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_D9-1_Vessel-361_2020-09-13_09h00m00s_Ph_1.png,astros[cereb],D9,astros[cereb]_D9,astro,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.38605297,0.890527280739895,0.38605297,0.18926987,0.4196781,0.042455476,0.7497129
astros[cereb]_D7-3_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_D7-3_Vessel-361_2020-09-12_09h00m00s_Ph_3.png,astros[cereb],D7,astros[cereb]_D7,astro,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.7037064,0.5935924535540487,0.7037064,0.15694791,0.101894595,0.041128296,0.5746578
astro[hippo]_D1-3_Vessel-361_2020-09-16_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_D1-3_Vessel-361_2020-09-16_13h00m00s_Ph_4.png,astro[hippo],D1,astro[hippo]_D1,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.1650844,0.6791023191444896,0.1650844,0.63341725,0.44916397,0.177531,0.29635608
shsy5y[diff]_E1-1_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_E1-1_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,shsy5y[diff],E1,shsy5y[diff]_E1,shsy5y,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.06867049,0.7891712386073383,0.06867049,0.024203371,0.040562157,0.0051456224,0.9951068
cort[6-OHDA]_B1-4_Vessel-377_2020-11-04_19h30m00s_Ph_1.png,,../input/train_semi_supervised/cort[6-OHDA]_B1-4_Vessel-377_2020-11-04_19h30m00s_Ph_1.png,cort[6-OHDA],B1,cort[6-OHDA]_B1,cort,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.04531166,0.4984421989290573,0.04531166,0.0561685,0.9783165,0.050680824,0.237696
cort[density]_C11-1_Vessel-376_2020-11-07_13h30m00s_Ph_2.png,,../input/train_semi_supervised/cort[density]_C11-1_Vessel-376_2020-11-07_13h30m00s_Ph_2.png,cort[density],C11,cort[density]_C11,cort,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.4431942,0.08692028808742369,0.4431942,0.69471043,0.03428752,0.11978216,0.5866102
astro[hippo]_G2-3_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,,../input/train_semi_supervised/astro[hippo]_G2-3_Vessel-361_2020-09-14_13h00m00s_Ph_1.png,astro[hippo],G2,astro[hippo]_G2,astro,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.8406177,0.5371065418185478,0.8406177,0.4456231,0.16945568,0.18143502,0.4196351
cort[oka-high]_B6-2_Vessel-377_2020-11-05_01h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[oka-high]_B6-2_Vessel-377_2020-11-05_01h30m00s_Ph_4.png,cort[oka-high],B6,cort[oka-high]_B6,cort,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.7840523,0.5868411180208791,0.7840523,0.83696735,0.0031944306,0.01215614,0.0020600576
cort[6-OHDA]_B1-4_Vessel-377_2020-11-05_07h30m00s_Ph_3.png,,../input/train_semi_supervised/cort[6-OHDA]_B1-4_Vessel-377_2020-11-05_07h30m00s_Ph_3.png,cort[6-OHDA],B1,cort[6-OHDA]_B1,cort,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.05061116,0.74543947418433,0.05061116,0.21764728,0.9807145,0.07857871,0.024572635
cort[density]_A10-2_Vessel-376_2020-11-07_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[density]_A10-2_Vessel-376_2020-11-07_13h30m00s_Ph_4.png,cort[density],A10,cort[density]_A10,cort,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.52599245,0.4316595462296794,0.52599245,0.28502262,0.10766438,0.43204534,0.059576474
astros[cereb]_F11-2_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_F11-2_Vessel-361_2020-09-14_09h00m00s_Ph_1.png,astros[cereb],F11,astros[cereb]_F11,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.018238582,0.12758030279556376,0.018238582,0.33948928,0.9292216,0.39033052,0.019492228
shsy5y[diff]_D5-4_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_D5-4_Vessel-714_2019-06-15_11h30m00s_Ph_4.png,shsy5y[diff],D5,shsy5y[diff]_D5,shsy5y,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.1531054,0.28377590579872447,0.1531054,0.0146599,0.37482014,0.9135515,0.028681153
shsy5y[diff]_E10-1_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,,../input/train_semi_supervised/shsy5y[diff]_E10-1_Vessel-714_2019-06-15_11h30m00s_Ph_3.png,shsy5y[diff],E10,shsy5y[diff]_E10,shsy5y,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.8970312,0.3630822963986351,0.8970312,0.74728906,0.008337177,0.30110848,0.26870054
shsy5y[diff]_E8-2_Vessel-714_2019-06-14_11h30m00s_Ph_4.png,,../input/train_semi_supervised/shsy5y[diff]_E8-2_Vessel-714_2019-06-14_11h30m00s_Ph_4.png,shsy5y[diff],E8,shsy5y[diff]_E8,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0015377598,0.6459172413316012,0.0015377598,0.07347446,0.7236007,0.892107,0.11917401
astros[cereb]_E8-1_Vessel-361_2020-09-12_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_E8-1_Vessel-361_2020-09-12_09h00m00s_Ph_1.png,astros[cereb],E8,astros[cereb]_E8,astro,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.27831164,0.5707783046689119,0.27831164,0.080886245,0.5316508,0.040857017,0.4992613
cort[oka-high]_B5-3_Vessel-377_2020-11-04_19h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[oka-high]_B5-3_Vessel-377_2020-11-04_19h30m00s_Ph_4.png,cort[oka-high],B5,cort[oka-high]_B5,cort,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.9977551,0.35609672589784624,0.9977551,0.13668731,0.0046570636,0.037863377,0.0007813981
astro[hippo]_G3-1_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_G3-1_Vessel-361_2020-09-14_13h00m00s_Ph_4.png,astro[hippo],G3,astro[hippo]_G3,astro,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.16575044,0.9865152487929797,0.16575044,0.567542,0.39121115,0.21940784,0.20435923
astros[cereb]_D7-3_Vessel-361_2020-09-12_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_D7-3_Vessel-361_2020-09-12_09h00m00s_Ph_2.png,astros[cereb],D7,astros[cereb]_D7,astro,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.75951785,0.6057748193568872,0.75951785,0.1676857,0.18704242,0.018111484,0.6132205
astro[hippo]_G1-2_Vessel-361_2020-09-16_13h00m00s_Ph_4.png,,../input/train_semi_supervised/astro[hippo]_G1-2_Vessel-361_2020-09-16_13h00m00s_Ph_4.png,astro[hippo],G1,astro[hippo]_G1,astro,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.020511245,0.23722679173599448,0.020511245,0.52594215,0.34301296,0.79549396,0.016662415
shsy5y[diff]_D11-4_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_D11-4_Vessel-714_2019-06-16_11h30m00s_Ph_1.png,shsy5y[diff],D11,shsy5y[diff]_D11,shsy5y,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.20104733,0.10178247262040374,0.20104733,0.7578395,0.079004295,0.23001741,0.58079296
cort[6-OHDA]_B1-3_Vessel-377_2020-11-04_19h30m00s_Ph_2.png,,../input/train_semi_supervised/cort[6-OHDA]_B1-3_Vessel-377_2020-11-04_19h30m00s_Ph_2.png,cort[6-OHDA],B1,cort[6-OHDA]_B1,cort,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.029604329,0.15285913918433203,0.029604329,0.091170974,0.9031872,0.01611418,0.51371086
cort[density]_B11-3_Vessel-376_2020-10-26_13h30m00s_Ph_3.png,,../input/train_semi_supervised/cort[density]_B11-3_Vessel-376_2020-10-26_13h30m00s_Ph_3.png,cort[density],B11,cort[density]_B11,cort,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.71679324,0.24595772838450813,0.71679324,0.24813387,0.019412603,0.22057056,0.14139983
cort[density]_B7-4_Vessel-376_2020-10-26_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[density]_B7-4_Vessel-376_2020-10-26_13h30m00s_Ph_4.png,cort[density],B7,cort[density]_B7,cort,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.06526166,0.16068137325955567,0.06526166,0.5821063,0.38660216,0.5896161,0.034493472
astros[cereb]_F12-1_Vessel-361_2020-09-14_09h00m00s_Ph_3.png,,../input/train_semi_supervised/astros[cereb]_F12-1_Vessel-361_2020-09-14_09h00m00s_Ph_3.png,astros[cereb],F12,astros[cereb]_F12,astro,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.50438976,0.18656702405130576,0.50438976,0.45444053,0.2854482,0.5538733,0.46388033
shsy5y[diff]_E5-3_Vessel-714_2019-06-14_11h30m00s_Ph_1.png,,../input/train_semi_supervised/shsy5y[diff]_E5-3_Vessel-714_2019-06-14_11h30m00s_Ph_1.png,shsy5y[diff],E5,shsy5y[diff]_E5,shsy5y,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.015449939,0.2850951686938471,0.015449939,0.017447291,0.980565,0.0041531483,0.088690884
astros[cereb]_H12-4_Vessel-361_2020-09-13_09h00m00s_Ph_2.png,,../input/train_semi_supervised/astros[cereb]_H12-4_Vessel-361_2020-09-13_09h00m00s_Ph_2.png,astros[cereb],H12,astros[cereb]_H12,astro,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.17512272,0.17337359529475482,0.17512272,0.27787998,0.46265858,0.48464534,0.3155646
astros[cereb]_F12-1_Vessel-361_2020-09-12_09h00m00s_Ph_1.png,,../input/train_semi_supervised/astros[cereb]_F12-1_Vessel-361_2020-09-12_09h00m00s_Ph_1.png,astros[cereb],F12,astros[cereb]_F12,astro,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.830929,0.8967654246264252,0.830929,0.43836296,0.19728148,0.182686,0.3072042
cort[density]_A9-4_Vessel-376_2020-10-30_13h30m00s_Ph_4.png,,../input/train_semi_supervised/cort[density]_A9-4_Vessel-376_2020-10-30_13h30m00s_Ph_4.png,cort[density],A9,cort[density]_A9,cort,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.46656913,0.08023374566164221,0.46656913,0.23386921,0.3506287,0.62853336,0.0082928175
